Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
PG,24,30,6,13.3,1.4,3.9,0.364,0.5,1.6,0.327,0.9,2.3,0.391,0.432,0.3,0.4,0.692,0.1,0.9,0.9,2.4,0.5,0.1,1.4,1.0,3.7
SG,34,26,5,27.5,3.2,7.6,0.426,1.5,4.3,0.36,1.7,3.3,0.512,0.528,0.8,1.0,0.815,0.5,2.6,3.1,2.0,1.1,0.5,1.0,2.4,8.8
SG,29,16,0,20.0,2.3,4.6,0.493,0.7,1.6,0.44,1.6,3.0,0.521,0.568,1.2,1.3,0.905,0.3,2.4,2.7,4.9,0.6,0.2,1.5,1.3,6.4
SF,26,79,39,26.8,4.1,9.5,0.433,1.6,4.3,0.382,2.5,5.2,0.474,0.519,1.4,1.7,0.833,0.5,2.8,3.2,1.3,0.4,0.1,1.5,1.5,11.2
PF,31,21,2,25.0,4.5,10.0,0.45,2.5,5.0,0.5,2.0,5.0,0.4,0.576,1.7,1.9,0.897,0.8,3.0,3.8,0.9,0.6,0.3,1.0,1.8,13.2
PF,26,67,64,25.3,5.2,9.3,0.558,0.0,0.0,0.5,5.2,9.3,0.558,0.558,2.0,3.3,0.613,3.5,5.2,8.7,1.2,0.5,0.9,1.4,2.5,12.5
C,27,35,9,12.5,2.3,4.4,0.516,0.0,0.0,0.0,2.3,4.4,0.519,0.516,1.3,2.9,0.447,1.1,2.7,3.8,0.7,0.4,0.4,0.7,1.3,5.9
PF,30,44,0,7.8,0.7,1.6,0.451,0.0,0.1,0.667,0.7,1.5,0.441,0.465,0.9,1.5,0.585,0.9,1.1,2.0,0.2,0.3,0.2,0.3,1.3,2.4
SG,26,19,19,30.6,3.6,8.2,0.442,1.3,3.9,0.32,2.4,4.3,0.556,0.519,1.2,1.6,0.733,0.7,1.8,2.5,1.7,0.9,0.2,0.7,1.9,9.7
SG,22,73,35,24.8,2.9,7.5,0.385,1.5,4.5,0.326,1.4,3.0,0.473,0.483,1.2,1.6,0.771,0.3,2.2,2.5,1.9,0.6,0.3,1.3,1.6,8.5
PG,21,8,0,8.8,0.6,1.8,0.357,0.0,0.1,0.0,0.6,1.6,0.385,0.357,1.0,1.3,0.8,0.1,0.3,0.4,1.0,0.5,0.1,0.6,1.1,2.3
PF,35,78,19,18.0,3.1,5.7,0.545,0.0,0.1,0.429,3.1,5.7,0.546,0.548,0.8,1.0,0.788,0.9,3.0,4.0,1.8,0.6,0.7,0.9,1.8,7.1
SF,29,33,0,8.4,0.8,1.9,0.403,0.5,1.5,0.34,0.2,0.4,0.667,0.54,0.2,0.2,1.0,0.2,0.5,0.6,0.3,0.1,0.0,0.4,1.0,2.3
SG,22,18,1,11.2,1.8,4.0,0.458,0.9,2.3,0.415,0.9,1.7,0.516,0.576,0.9,1.7,0.548,0.2,1.8,2.0,1.3,0.3,0.0,1.2,1.0,5.6
SF,26,75,68,27.8,4.3,9.7,0.441,1.5,4.1,0.357,2.8,5.6,0.502,0.517,1.6,2.0,0.815,0.4,4.7,5.1,2.3,1.3,0.5,1.8,2.3,11.6
SF,24,37,0,11.6,1.2,2.6,0.439,0.6,1.4,0.415,0.6,1.2,0.467,0.551,0.4,0.4,0.933,0.4,1.5,1.8,0.7,0.3,0.1,0.2,0.8,3.3
PF,32,16,1,19.7,3.0,7.6,0.397,1.6,4.3,0.377,1.4,3.3,0.423,0.504,3.1,3.3,0.942,0.2,2.7,2.9,1.1,0.2,0.1,1.2,1.9,10.7
SG,24,43,3,11.2,1.7,3.7,0.444,0.4,1.2,0.314,1.3,2.5,0.505,0.494,0.5,0.6,0.833,0.2,1.1,1.3,0.8,0.2,0.0,0.6,0.5,4.1
C,22,66,39,21.4,2.9,5.1,0.563,0.0,0.0,0.0,2.9,5.1,0.567,0.563,1.2,1.9,0.648,2.0,3.3,5.3,0.6,0.7,1.0,0.7,2.2,7.0
SF,23,24,23,27.1,2.8,6.0,0.476,0.7,2.6,0.274,2.1,3.4,0.63,0.535,1.3,2.0,0.612,1.8,2.9,4.7,0.7,0.8,0.9,0.7,2.6,7.6
SG,36,25,0,18.2,2.5,6.7,0.377,1.7,4.7,0.368,0.8,2.0,0.4,0.506,1.4,1.4,0.972,0.1,1.4,1.5,1.1,0.3,0.1,0.8,1.2,8.2
SF,29,70,70,34.0,6.7,14.4,0.463,1.1,3.1,0.344,5.6,11.3,0.495,0.5,2.8,3.6,0.78,1.5,5.0,6.5,1.7,1.4,0.7,2.0,2.6,17.2
SF,29,80,43,24.4,2.5,6.3,0.398,1.1,3.2,0.345,1.4,3.1,0.453,0.486,1.1,1.6,0.728,0.5,2.2,2.7,1.8,0.9,0.2,0.8,2.4,7.3
SF,24,81,4,23.0,3.6,8.0,0.452,1.4,3.2,0.425,2.2,4.8,0.47,0.537,0.9,1.0,0.857,0.5,2.0,2.4,0.7,0.2,0.1,0.7,1.6,9.4
PF,26,15,6,24.9,3.1,8.0,0.383,1.7,3.9,0.431,1.4,4.1,0.339,0.488,1.4,1.7,0.808,0.7,3.6,4.3,2.6,0.7,0.7,1.3,1.9,9.2
C,23,82,22,22.0,1.9,3.5,0.542,0.0,0.0,0.0,1.9,3.5,0.544,0.542,1.7,2.8,0.628,2.2,5.8,8.0,0.4,0.2,1.6,0.9,2.7,5.5
C,33,66,60,24.5,2.8,4.8,0.583,0.0,0.0,0.0,2.8,4.7,0.585,0.583,1.6,2.6,0.62,2.7,6.1,8.7,1.0,0.5,0.7,1.4,2.2,7.2
PG,32,64,0,20.0,2.6,5.8,0.447,0.8,2.5,0.329,1.8,3.4,0.532,0.516,1.6,2.2,0.721,0.3,1.9,2.2,1.8,0.9,0.2,1.0,1.9,7.6
PF,26,81,0,20.8,2.5,4.2,0.611,0.0,0.0,0.0,2.5,4.2,0.611,0.611,1.4,2.5,0.559,2.8,4.6,7.4,1.1,0.7,0.9,0.8,2.5,6.5
SF,29,23,23,34.4,9.7,19.0,0.513,1.9,4.9,0.389,7.8,14.1,0.556,0.563,5.3,6.1,0.879,0.8,5.0,5.9,5.0,1.8,0.6,1.8,1.5,26.7
SF,27,17,7,27.9,3.1,8.2,0.374,1.4,4.9,0.286,1.6,3.2,0.509,0.46,1.4,1.8,0.767,0.6,3.1,3.6,2.1,0.8,0.5,0.9,1.8,8.9
SG,23,22,1,21.5,3.0,6.3,0.475,1.5,3.5,0.41,1.5,2.8,0.557,0.59,0.5,0.6,0.923,0.5,2.0,2.5,2.4,0.6,0.2,1.3,2.0,8.0
PG,22,12,0,21.5,4.0,8.3,0.48,1.6,3.6,0.442,2.4,4.8,0.509,0.575,0.4,0.7,0.625,0.3,2.7,3.0,3.2,0.9,1.0,1.4,2.1,10.0
PF,24,29,29,36.4,8.2,15.5,0.528,1.0,2.8,0.358,7.2,12.7,0.565,0.56,4.1,5.8,0.71,2.8,8.8,11.6,5.7,1.0,0.7,3.4,3.6,21.5
SG,25,27,27,35.6,10.2,19.6,0.52,3.6,8.2,0.437,6.6,11.4,0.58,0.612,4.5,5.3,0.847,0.8,4.7,5.5,5.2,1.1,0.4,3.9,2.6,28.5
SG,24,44,3,9.3,0.8,2.4,0.343,0.3,0.9,0.308,0.5,1.5,0.364,0.4,0.8,1.3,0.655,0.1,0.8,0.9,0.5,0.3,0.0,0.5,0.9,2.7
SF,28,80,46,24.6,2.3,5.2,0.451,0.7,2.2,0.316,1.6,3.0,0.55,0.518,0.7,1.0,0.695,0.7,2.2,3.0,1.0,0.5,0.4,0.5,2.2,6.1
SG,28,25,0,19.0,2.2,5.1,0.438,1.3,3.4,0.384,0.9,1.7,0.548,0.566,0.2,0.3,0.625,0.9,2.9,3.8,1.4,0.7,0.5,0.3,1.3,6.0
PF,26,27,10,21.9,2.8,7.2,0.392,1.4,3.5,0.4,1.4,3.7,0.384,0.49,1.7,2.0,0.849,0.4,3.2,3.6,1.7,0.7,0.7,1.1,1.9,8.7
SF,21,24,19,28.8,3.8,10.1,0.376,1.3,4.9,0.265,2.5,5.2,0.48,0.44,2.6,3.2,0.805,0.8,3.2,4.0,1.4,1.1,0.3,1.3,2.7,11.5
PG,22,13,0,8.2,0.8,3.0,0.282,0.4,1.8,0.217,0.5,1.2,0.375,0.346,0.2,0.3,0.5,0.1,0.6,0.7,1.2,0.3,0.0,0.3,0.8,2.2
PG,30,74,74,32.7,7.0,15.1,0.462,1.6,4.4,0.371,5.3,10.6,0.501,0.517,4.0,4.4,0.896,0.5,3.7,4.2,10.0,2.1,0.2,2.6,2.5,19.5
PG,26,28,1,10.8,1.4,3.0,0.476,1.1,2.6,0.444,0.3,0.4,0.667,0.667,0.3,0.4,0.636,0.0,0.9,0.9,0.4,0.2,0.2,0.2,1.0,4.3
PF,32,55,5,16.4,3.2,6.1,0.531,0.0,0.0,0.0,3.2,6.1,0.533,0.531,1.3,1.7,0.763,1.8,3.7,5.5,1.5,0.4,0.5,1.2,2.1,7.8
PF,21,14,5,12.0,0.9,2.2,0.387,0.5,1.4,0.368,0.4,0.9,0.417,0.5,0.1,0.4,0.333,0.3,1.1,1.4,0.4,0.2,0.1,0.6,1.4,2.4
PF,26,35,35,33.4,8.6,17.2,0.499,0.2,0.5,0.333,8.4,16.7,0.504,0.504,4.0,5.5,0.727,1.5,6.9,8.4,4.9,0.8,0.5,2.4,2.7,21.4
C,26,25,25,29.3,6.3,10.9,0.579,0.0,0.0,0.0,6.3,10.9,0.579,0.579,1.6,3.1,0.532,4.6,9.4,14.0,1.0,0.8,2.2,1.4,2.3,14.3
C,22,18,0,8.7,1.7,3.1,0.545,0.0,0.0,0.0,1.7,3.1,0.545,0.545,0.9,1.5,0.593,1.4,1.4,2.8,0.6,0.4,0.7,0.8,2.2,4.2
SF,27,29,29,32.6,2.7,5.8,0.462,1.8,4.1,0.429,0.9,1.7,0.54,0.612,0.8,0.9,0.846,1.1,5.7,6.9,2.3,0.8,0.7,1.1,2.9,7.9
C,29,71,71,25.6,3.7,6.3,0.589,0.0,0.0,0.0,3.7,6.3,0.589,0.589,1.9,3.2,0.587,1.9,5.2,7.1,1.5,0.9,1.1,1.4,3.1,9.3
C,26,23,23,32.5,9.4,17.5,0.54,1.2,3.0,0.397,8.3,14.5,0.569,0.573,9.7,11.3,0.851,1.9,8.9,10.8,3.1,1.3,1.2,3.4,2.5,29.7
PG,31,74,16,22.5,4.3,9.6,0.446,1.4,3.5,0.385,2.9,6.1,0.481,0.516,1.0,1.3,0.771,0.4,1.7,2.1,4.1,0.4,0.0,1.5,1.5,10.9
PG,28,74,15,30.0,5.1,10.5,0.486,1.2,2.9,0.401,3.9,7.6,0.519,0.542,2.6,3.1,0.858,0.4,1.9,2.3,4.3,1.0,0.1,1.8,1.9,14.0
C,32,26,9,19.4,3.1,5.3,0.591,0.2,0.5,0.333,3.0,4.8,0.616,0.606,1.6,2.3,0.672,2.2,2.0,4.2,1.0,0.2,0.5,1.0,1.9,8.0
PG,31,33,2,19.9,1.4,4.2,0.343,0.4,1.5,0.292,1.0,2.7,0.371,0.394,1.0,1.2,0.872,0.3,1.7,2.0,2.7,0.6,0.2,0.8,1.5,4.3
SG,22,2,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0
SG,31,16,16,38.3,7.7,15.3,0.502,3.0,7.4,0.407,4.7,7.9,0.591,0.6,5.9,6.6,0.905,0.8,7.6,8.4,11.8,1.1,0.8,4.3,2.6,24.3
C,29,82,82,32.1,6.5,12.8,0.505,1.1,3.1,0.344,5.4,9.7,0.557,0.547,1.3,1.6,0.798,1.8,5.5,7.3,3.2,0.8,1.5,1.3,2.0,15.2
PG,23,5,0,5.4,0.4,1.6,0.25,0.0,0.6,0.0,0.4,1.0,0.4,0.25,0.4,0.4,1.0,0.0,0.2,0.2,0.2,0.2,0.0,0.6,1.0,1.2
PF,24,27,9,25.4,3.8,8.6,0.438,2.2,5.9,0.369,1.6,2.7,0.589,0.564,1.0,1.1,0.871,0.6,3.0,3.6,1.5,0.6,0.3,0.8,1.3,10.7
SG,26,12,4,27.8,7.3,16.7,0.435,1.8,5.3,0.349,5.4,11.4,0.474,0.49,2.2,2.8,0.765,0.8,3.5,4.3,6.0,1.1,0.5,2.2,1.7,18.5
C,22,12,5,26.7,3.7,5.4,0.677,0.0,0.0,0.0,3.7,5.4,0.677,0.677,3.8,5.1,0.754,3.2,7.3,10.4,1.7,0.6,1.6,1.8,1.8,11.2
C,27,7,2,10.9,0.7,1.4,0.5,0.4,0.9,0.5,0.3,0.6,0.5,0.65,0.4,0.9,0.5,0.0,1.6,1.6,0.4,0.1,0.9,1.1,1.4,2.3
SG,23,18,1,19.5,2.7,7.2,0.377,1.3,4.2,0.32,1.4,3.1,0.455,0.469,0.8,0.9,0.875,0.2,2.3,2.6,0.8,0.7,0.1,0.9,1.1,7.6
PF,20,14,0,10.5,1.5,3.6,0.412,0.1,0.9,0.167,1.4,2.8,0.487,0.431,0.4,0.6,0.667,1.2,2.4,3.6,0.9,0.1,0.4,0.8,1.9,3.6
PF,24,62,59,32.0,6.7,13.1,0.515,0.0,0.1,0.0,6.7,13.0,0.518,0.515,2.9,4.1,0.709,2.7,5.4,8.1,1.5,1.2,1.5,1.7,2.4,16.4
SG,25,29,20,24.9,4.1,9.6,0.423,1.1,2.9,0.373,3.0,6.8,0.444,0.478,1.5,1.9,0.8,0.4,2.7,3.1,1.0,0.8,0.1,0.7,1.7,10.7
PG,24,29,6,19.9,2.8,7.6,0.37,1.1,3.2,0.333,1.7,4.3,0.397,0.441,0.8,1.0,0.759,0.2,1.1,1.3,1.8,0.5,0.1,0.8,1.7,7.4
SF,25,70,2,12.2,1.0,2.8,0.371,0.4,1.4,0.273,0.6,1.4,0.474,0.441,0.5,0.6,0.81,0.4,1.5,1.9,0.6,0.5,0.3,0.6,1.4,2.9
SF,22,45,4,11.3,1.4,3.4,0.43,0.3,0.8,0.378,1.1,2.5,0.447,0.477,0.6,0.9,0.692,0.3,1.2,1.5,0.6,0.4,0.2,0.4,0.5,3.8
SG,22,22,22,33.7,7.9,15.6,0.503,1.9,4.9,0.383,6.0,10.8,0.557,0.563,5.0,6.3,0.784,0.7,4.7,5.4,6.5,0.8,0.6,2.9,2.0,22.5
PF,21,12,2,5.4,0.6,1.3,0.438,0.2,0.5,0.333,0.4,0.8,0.5,0.5,0.1,0.2,0.5,0.0,0.8,0.8,0.2,0.1,0.3,0.4,0.6,1.4
SG,24,70,70,22.2,1.9,3.9,0.496,0.5,1.5,0.311,1.5,2.4,0.608,0.555,0.5,0.8,0.611,1.1,2.5,3.6,0.7,0.8,0.6,0.5,1.9,4.8
SG,30,72,25,14.7,1.5,3.6,0.427,0.9,2.2,0.414,0.6,1.4,0.447,0.552,0.3,0.4,0.643,0.3,2.2,2.5,0.8,0.3,0.3,0.5,0.8,4.2
C,35,30,2,6.9,1.0,1.9,0.509,0.5,1.1,0.441,0.5,0.8,0.609,0.64,0.1,0.1,0.75,0.1,0.8,0.9,0.3,0.2,0.0,0.1,0.5,2.5
C,29,76,48,17.4,2.7,4.7,0.565,0.0,0.1,0.143,2.7,4.6,0.574,0.567,0.9,1.3,0.716,1.4,3.0,4.4,0.4,0.3,0.8,0.9,2.1,6.3
SG,28,76,41,21.3,2.9,7.4,0.389,1.3,3.5,0.358,1.6,3.9,0.416,0.474,0.7,0.8,0.857,0.3,2.0,2.3,1.1,0.6,0.1,0.6,1.1,7.7
SG,26,53,5,14.6,1.7,4.3,0.386,0.7,2.0,0.343,1.0,2.3,0.423,0.465,0.5,0.7,0.73,0.2,1.5,1.7,1.1,0.6,0.4,0.7,1.2,4.5
SG,25,76,72,33.4,6.0,13.4,0.447,1.9,5.4,0.361,4.1,8.1,0.505,0.52,1.3,1.6,0.78,0.6,2.3,2.9,2.1,1.5,0.3,1.4,2.2,15.2
SG,28,3,0,14.3,2.3,6.7,0.35,1.3,3.0,0.444,1.0,3.7,0.273,0.45,1.3,1.3,1.0,0.3,1.3,1.7,1.0,0.0,0.0,0.3,0.7,7.3
PF,28,42,1,14.2,1.3,3.5,0.372,0.3,1.2,0.245,1.0,2.4,0.434,0.412,0.7,1.0,0.7,0.5,2.0,2.5,1.9,0.4,0.2,0.7,1.6,3.6
SG,39,60,3,16.8,2.2,5.7,0.388,1.0,2.8,0.349,1.2,2.9,0.425,0.474,1.2,1.4,0.833,0.5,1.9,2.4,0.9,0.6,0.3,0.6,1.7,6.6
SG,25,82,1,28.7,5.2,12.0,0.432,1.4,4.0,0.345,3.8,8.0,0.476,0.489,2.6,3.3,0.806,0.7,5.1,5.8,2.5,0.9,0.5,1.7,1.8,14.4
SG,26,26,26,33.3,7.5,15.2,0.49,3.4,7.7,0.445,4.0,7.5,0.536,0.602,2.2,2.8,0.795,0.6,3.5,4.1,3.0,1.3,0.5,1.7,2.0,20.6
PG,32,5,0,20.6,4.2,10.0,0.42,0.6,1.8,0.333,3.6,8.2,0.439,0.45,2.2,2.6,0.846,0.2,2.6,2.8,3.4,1.0,0.6,1.6,0.8,11.2
SF,28,64,24,22.9,4.0,9.9,0.409,2.2,6.0,0.367,1.8,3.9,0.474,0.521,1.5,1.9,0.75,0.4,2.3,2.7,1.0,0.8,0.5,1.1,2.2,11.8
PF,26,27,27,33.6,10.3,18.4,0.563,1.1,4.0,0.29,9.2,14.4,0.638,0.594,6.4,9.9,0.642,1.7,9.7,11.4,5.8,1.3,1.3,3.7,3.1,28.2
SG,22,28,5,24.0,4.7,9.8,0.48,0.4,1.4,0.289,4.3,8.5,0.511,0.5,2.7,4.1,0.661,1.1,4.3,5.4,2.5,1.0,0.4,1.5,2.5,12.5
PG,33,41,14,18.2,3.2,7.4,0.437,0.9,2.5,0.353,2.3,4.9,0.48,0.497,0.9,1.0,0.905,0.1,1.6,1.8,2.4,0.3,0.1,1.4,1.5,8.2
PG,27,66,66,31.8,6.8,15.9,0.427,0.7,2.3,0.293,6.1,13.6,0.449,0.448,2.2,2.7,0.793,0.7,2.7,3.4,4.7,0.7,0.2,2.7,1.3,16.4
C,23,30,1,19.5,3.2,4.7,0.669,0.0,0.0,0.0,3.2,4.7,0.674,0.669,2.0,2.4,0.845,2.3,4.4,6.6,1.1,0.4,0.8,1.0,2.6,8.3
C,23,60,59,26.0,5.1,8.9,0.565,0.0,0.0,0.0,5.1,8.9,0.565,0.565,2.7,3.6,0.761,3.1,6.1,9.1,0.7,0.4,1.3,1.4,2.6,12.8
SG,26,78,78,35.9,7.9,17.7,0.446,0.6,1.8,0.338,7.3,15.9,0.458,0.463,7.1,8.4,0.85,0.8,3.7,4.5,4.0,1.0,0.3,2.2,2.1,23.5
PF,28,23,3,25.8,3.3,8.8,0.381,3.0,7.8,0.378,0.4,1.0,0.409,0.55,1.9,2.3,0.827,0.4,2.7,3.1,1.0,0.7,0.3,0.6,2.5,11.5
SF,24,7,0,9.1,0.7,2.6,0.278,0.1,0.4,0.333,0.6,2.1,0.267,0.306,0.3,0.3,1.0,0.1,2.7,2.9,0.6,0.1,0.0,0.7,1.3,1.9
SF,30,82,80,31.0,2.9,7.1,0.411,0.8,2.5,0.33,2.1,4.6,0.455,0.469,1.3,1.7,0.746,2.0,4.2,6.2,2.2,1.3,0.2,1.4,2.5,8.0
PG,25,51,2,14.5,1.9,4.5,0.419,0.3,0.9,0.333,1.6,3.5,0.442,0.454,1.0,1.5,0.716,0.5,1.6,2.2,3.2,0.6,0.0,1.3,1.4,5.1
PG,26,31,31,34.2,7.2,15.9,0.453,1.5,4.2,0.372,5.6,11.7,0.482,0.502,4.5,5.5,0.802,0.6,3.5,4.0,6.1,2.0,0.6,3.5,2.4,20.4
PF,30,66,0,20.3,2.6,4.8,0.549,0.0,0.0,0.0,2.6,4.8,0.552,0.549,1.9,2.2,0.845,1.6,2.7,4.3,1.1,0.5,0.8,0.6,1.9,7.2
PF,23,41,1,6.4,1.1,2.0,0.536,0.0,0.0,0.5,1.1,2.0,0.537,0.542,0.6,1.2,0.531,0.7,0.7,1.4,0.4,0.2,0.2,0.4,1.0,2.9
C,30,26,26,27.9,4.2,7.0,0.596,0.0,0.2,0.0,4.2,6.8,0.612,0.596,1.8,2.6,0.691,3.0,5.8,8.8,3.4,0.9,0.7,2.0,3.5,10.2
PG,34,14,14,26.4,4.4,8.6,0.508,1.6,4.1,0.386,2.8,4.5,0.619,0.6,1.5,1.8,0.84,0.6,1.5,2.1,3.1,0.9,0.1,0.9,0.9,11.8
SG,22,7,0,3.4,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.0,0.0,0.1,0.4,0.0
SG,34,74,73,30.5,7.3,16.0,0.456,0.1,0.6,0.159,7.2,15.4,0.468,0.459,4.4,5.5,0.793,1.1,3.0,4.1,4.6,1.1,0.6,2.7,1.6,19.0
SG,26,67,67,36.9,7.0,15.4,0.454,1.0,3.1,0.312,6.1,12.4,0.489,0.485,5.9,7.1,0.832,1.2,4.2,5.3,4.8,1.6,0.6,2.0,1.9,20.9
SF,20,20,1,7.8,0.7,1.9,0.351,0.2,0.7,0.231,0.5,1.2,0.417,0.392,0.4,0.4,0.875,0.1,1.5,1.6,0.5,0.3,0.2,0.6,0.6,1.8
PF,32,10,0,4.4,0.8,1.8,0.444,0.7,1.5,0.467,0.1,0.3,0.333,0.639,0.1,0.1,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.1,0.3,2.4
PG,24,25,25,33.4,5.8,10.4,0.562,0.0,0.2,0.167,5.8,10.2,0.571,0.563,3.5,5.3,0.667,1.6,6.7,8.3,8.0,1.7,0.8,3.4,3.2,15.2
C,25,28,28,35.9,10.5,18.4,0.57,1.5,3.8,0.402,9.0,14.6,0.614,0.611,4.8,5.5,0.871,3.0,8.2,11.1,8.6,1.6,0.6,3.4,3.1,27.4
PG,25,23,0,11.1,1.1,3.2,0.342,0.6,2.1,0.286,0.5,1.0,0.458,0.438,0.1,0.1,1.0,0.1,1.3,1.4,1.1,0.4,0.3,0.2,1.2,2.9
SG,26,6,0,3.0,0.3,0.8,0.4,0.2,0.3,0.5,0.2,0.5,0.333,0.5,0.7,0.8,0.8,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.3,1.5
C,36,29,29,20.0,1.4,3.4,0.4,0.7,2.0,0.351,0.7,1.5,0.465,0.5,0.8,0.9,0.88,0.8,3.4,4.2,1.8,0.4,1.2,0.8,2.4,4.2
SG,23,81,8,26.0,3.8,8.4,0.459,1.4,3.5,0.393,2.5,4.9,0.506,0.541,1.2,1.4,0.867,0.3,2.3,2.7,1.2,0.8,0.2,0.8,2.4,10.3
C,26,12,0,6.8,0.9,2.1,0.44,0.0,0.2,0.0,0.9,1.9,0.478,0.44,0.2,0.2,1.0,0.5,0.8,1.3,0.2,0.1,0.2,0.7,1.6,2.0
PF,30,74,73,32.4,4.6,10.1,0.455,1.2,3.5,0.344,3.4,6.6,0.513,0.514,2.0,2.6,0.755,1.5,4.5,6.0,1.9,1.0,0.4,1.1,1.6,12.3
SF,25,8,0,4.8,0.1,1.1,0.111,0.0,0.4,0.0,0.1,0.8,0.167,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.4,0.5,0.3
PF,19,17,0,17.4,1.4,5.5,0.247,0.6,3.3,0.179,0.8,2.2,0.351,0.301,0.0,0.0,0.0,0.3,3.2,3.5,1.2,0.5,1.1,1.3,0.9,3.3
SF,37,66,66,28.2,6.0,16.9,0.358,2.0,7.1,0.285,4.0,9.8,0.41,0.417,3.5,4.3,0.826,0.6,3.1,3.7,2.8,0.9,0.2,2.0,1.7,17.6
SG,26,25,25,30.6,5.4,12.6,0.433,1.3,3.4,0.388,4.1,9.2,0.45,0.486,3.0,3.7,0.796,0.8,4.4,5.2,6.6,1.3,0.3,2.9,2.6,15.2
C,22,15,0,8.8,0.6,1.5,0.409,0.0,0.1,0.0,0.6,1.3,0.45,0.409,0.6,1.0,0.6,0.8,2.7,3.5,0.6,0.1,0.1,0.8,1.0,1.8
SF,28,14,0,3.1,0.7,1.1,0.625,0.2,0.4,0.6,0.5,0.8,0.636,0.719,0.1,0.3,0.5,0.4,0.4,0.9,0.1,0.1,0.0,0.1,0.3,1.8
SG,30,68,6,13.6,2.0,4.9,0.408,1.2,3.0,0.387,0.8,1.9,0.442,0.527,0.4,0.6,0.744,0.1,0.8,0.9,0.4,0.3,0.1,0.3,0.9,5.6
PG,21,16,16,30.3,6.8,14.9,0.458,0.8,3.3,0.25,6.0,11.6,0.516,0.485,4.3,5.4,0.802,0.8,2.3,3.1,8.3,0.9,0.3,3.2,1.4,18.8
PF,27,77,77,31.5,5.3,12.7,0.419,2.1,5.7,0.36,3.3,7.0,0.467,0.499,3.4,4.1,0.822,1.9,8.0,9.9,2.4,0.8,0.5,1.8,2.1,16.0
SF,22,4,0,1.8,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.5,1.0,0.3,0.3,0.5,0.3,0.0,0.0,0.3,0.0,0.5
SF,25,29,7,25.0,4.3,9.5,0.453,1.7,4.6,0.361,2.7,4.9,0.538,0.54,0.6,0.9,0.615,1.8,4.2,6.0,1.1,0.3,0.7,1.3,1.6,10.8
SG,19,4,0,4.0,0.5,1.0,0.5,0.3,0.8,0.333,0.3,0.3,1.0,0.625,0.0,0.0,0.0,0.0,1.0,1.0,0.3,0.0,0.3,0.3,0.0,1.3
SF,21,3,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.0,0.0
PG,35,26,26,32.4,6.5,13.4,0.489,1.5,4.0,0.369,5.1,9.4,0.539,0.543,2.7,2.7,0.972,0.6,4.1,4.7,8.2,1.2,0.3,2.3,2.7,17.2
PG,26,17,17,32.3,4.4,11.1,0.394,1.6,5.3,0.311,2.7,5.8,0.469,0.468,2.7,3.6,0.742,0.4,2.4,2.8,6.1,1.8,0.5,1.8,2.3,13.1
PG,24,17,0,18.2,2.2,5.5,0.394,0.5,1.4,0.375,1.6,4.1,0.4,0.441,0.4,0.5,0.778,0.5,1.7,2.2,4.6,1.0,0.2,1.2,0.8,5.3
SF,22,40,5,10.0,0.8,1.9,0.405,0.3,0.9,0.297,0.5,0.9,0.514,0.48,0.7,0.7,0.929,0.2,1.3,1.5,0.9,0.2,0.1,0.6,0.7,2.4
SF,35,77,44,19.0,1.3,3.0,0.445,0.1,0.3,0.174,1.3,2.7,0.476,0.454,0.2,0.2,0.684,0.4,1.5,1.9,0.9,0.5,0.2,0.4,0.8,2.9
PG,30,27,27,35.9,9.2,20.4,0.451,4.1,10.8,0.384,5.1,9.6,0.527,0.553,7.2,7.7,0.933,0.5,3.9,4.4,7.7,1.1,0.3,3.1,1.6,29.8
PF,22,23,11,14.3,2.1,3.2,0.671,0.0,0.0,0.0,2.1,3.2,0.671,0.671,1.1,1.6,0.676,1.4,1.9,3.3,0.7,0.5,1.3,0.8,2.0,5.3
SG,34,22,1,20.4,1.6,4.1,0.4,1.3,3.3,0.384,0.4,0.8,0.471,0.556,0.5,0.7,0.8,0.4,1.0,1.4,1.1,0.5,0.4,0.4,1.5,5.1
C,19,20,16,21.0,4.9,9.8,0.503,0.5,1.1,0.409,4.5,8.7,0.514,0.526,1.9,3.1,0.623,1.5,4.6,6.1,0.7,0.4,1.3,1.6,3.2,12.2
